sex,age,state,category,product,price,quantity,purchase_date,total
female,18,spain,appliances,freezers,120.00,1,2019-02-10,120
female,75,america,grocery,noodles,13.00,5,2019-09-04,65
male,65,nigeria,gaming,battlefield,40.00,7,2019-07-20,280
male,19,nigeria,grocery,noodles,13.00,2,2018-01-27,26
male,34,ireland,health,perfume,90.00,8,2017-06-18,720
female,56,america,computing,ups,140.35,1,2019-12-16,140.35
male,60,america,appliances,lighting,100.00,8,2017-06-13,800
male,52,spain,fashion,swimwear,75.35,4,2019-02-27,301.4
male,48,colombia,appliances,dishwashers,90.00,7,2019-03-20,630
female,34,ireland,grocery,noodles,13.00,6,2017-06-11,78
female,71,nigeria,grocery,coffee,12.50,5,2016-09-18,62.5
male,49,spain,health,pastes,27.50,2,2019-06-25,55
female,80,colombia,appliances,dryers,56.99,1,2017-04-02,56.99
female,73,colombia,grocery,pasta,8.00,2,2019-06-28,16
male,79,colombia,health,condoms,12.50,5,2018-03-03,62.5
female,29,america,gaming,uncharted,30.00,10,2017-09-12,300
male,53,france,gaming,cod,45.00,7,2018-01-01,315
male,39,america,computing,printers,135.50,4,2019-12-25,542
female,24,america,health,perfume,90.00,7,2017-02-28,630
female,61,america,appliances,freezers,120.00,10,2018-09-09,1200
female,67,france,appliances,freezers,120.00,3,2017-10-16,360
male,27,france,grocery,water,3.00,7,2016-08-31,21
female,72,spain,computing,printers,135.50,9,2019-03-19,1219.5
male,68,america,appliances,dishwashers,90.00,2,2018-09-24,180
male,73,colombia,computing,servers,250.00,7,2016-08-30,1750
female,63,spain,grocery,pasta,8.00,8,2017-06-09,64
female,33,america,gaming,fifa,35.00,3,2019-01-14,105
male,58,spain,grocery,tea,10.00,4,2017-05-02,40
male,65,ireland,health,pastes,27.50,7,2017-10-01,192.5
female,73,spain,fashion,swimwear,75.35,1,2018-06-02,75.35
female,74,ireland,computing,monitors,95.00,9,2018-12-22,855
female,18,france,computing,monitors,95.00,8,2018-01-04,760
female,74,spain,grocery,pasta,8.00,5,2019-03-31,40
female,53,spain,grocery,tea,10.00,10,2016-10-14,100
male,54,france,computing,servers,250.00,8,2016-11-10,2000
female,67,france,grocery,noodles,13.00,1,2019-01-16,13
female,57,nigeria,computing,monitors,95.00,3,2017-03-18,285
male,64,colombia,computing,monitors,95.00,7,2018-05-07,665
male,27,france,gaming,fallout,99.99,5,2017-05-21,499.95
female,43,france,grocery,juice,10.00,7,2016-04-24,70
male,69,netherland,fashion,maternity,165.00,9,2017-05-27,1485
female,72,ireland,computing,monitors,95.00,2,2018-07-03,190
male,25,ireland,gaming,battlefield,40.00,10,2016-04-06,400
female,52,colombia,health,vitamins,35.00,2,2016-07-31,70
male,74,colombia,computing,scanners,170.00,2,2019-01-24,340
male,68,ireland,gaming,pes,35.00,7,2019-10-24,245
male,67,netherland,gaming,fifa,35.00,2,2018-06-30,70
female,73,spain,appliances,lighting,100.00,8,2018-03-11,800
female,45,netherland,appliances,freezers,120.00,8,2019-09-15,960
male,80,france,grocery,water,3.00,1,2018-01-21,3
male,56,colombia,gaming,battlefield,40.00,5,2017-04-26,200
male,55,america,computing,servers,250.00,6,2019-07-23,1500
female,31,colombia,appliances,freezers,120.00,7,2018-05-16,840
female,47,netherland,grocery,tea,10.00,3,2019-06-23,30
male,33,colombia,appliances,kettles,55.99,1,2016-08-09,55.99
male,57,spain,fashion,maternity,165.00,7,2016-07-09,1155
female,33,colombia,computing,keyboards,40.00,7,2018-02-04,280
female,54,nigeria,fashion,bag,65.99,1,2017-01-08,65.99
male,65,america,health,vitamins,35.00,10,2017-02-06,350
male,23,spain,appliances,kettles,55.99,6,2016-09-19,335.94
male,20,france,health,drinks,7.00,2,2018-03-02,14
male,42,nigeria,gaming,battlefield,40.00,3,2017-10-30,120
female,73,ireland,health,condoms,12.50,2,2019-01-24,25
female,28,america,gaming,battlefield,40.00,6,2016-09-17,240
female,20,france,fashion,wallet,17.35,4,2017-06-28,69.4
male,59,america,grocery,noodles,13.00,5,2017-12-19,65
male,57,netherland,health,vitamins,35.00,2,2016-12-08,70
male,44,france,appliances,kettles,55.99,5,2016-03-24,279.95
male,51,nigeria,fashion,wallet,17.35,5,2018-05-23,86.75
male,61,ireland,appliances,dryers,56.99,10,2017-03-18,569.9
male,54,ireland,health,drinks,7.00,8,2019-10-08,56
male,20,spain,grocery,noodles,13.00,4,2017-08-12,52
male,55,ireland,grocery,rice,85.00,1,2016-06-08,85
female,58,france,gaming,gta,35.00,6,2019-02-15,210
female,16,nigeria,fashion,maternity,165.00,3,2018-02-25,495
female,67,spain,grocery,noodles,13.00,5,2017-02-16,65
female,18,netherland,computing,scanners,170.00,1,2017-07-23,170
female,52,spain,fashion,swimwear,75.35,9,2019-09-26,678.15
female,58,ireland,fashion,bag,65.99,6,2017-01-10,395.94
female,80,colombia,fashion,shoes,75.99,7,2019-12-06,531.93
male,30,netherland,gaming,fallout,99.99,2,2017-03-31,199.98
male,63,netherland,computing,monitors,95.00,1,2018-08-12,95
female,62,ireland,health,vitamins,35.00,7,2016-06-17,245
male,48,spain,appliances,dishwashers,90.00,1,2019-07-29,90
male,28,netherland,grocery,noodles,13.00,7,2018-06-05,91
female,16,america,grocery,tea,10.00,8,2018-08-08,80
female,18,ireland,grocery,coffee,12.50,7,2019-11-06,87.5
female,67,france,fashion,shoes,75.99,6,2018-06-16,455.94
male,34,ireland,gaming,uncharted,30.00,2,2018-04-10,60
female,28,netherland,appliances,lighting,100.00,8,2017-11-14,800
female,51,america,health,supplements,40.00,6,2019-05-21,240
female,66,america,gaming,cod,45.00,1,2019-10-19,45
female,61,america,health,supplements,40.00,8,2018-02-11,320
female,47,ireland,fashion,swimwear,75.35,9,2017-07-08,678.15
female,28,america,fashion,wallet,17.35,10,2016-11-23,173.5
female,37,france,fashion,bag,65.99,4,2019-12-18,263.96
male,48,netherland,computing,servers,250.00,9,2016-12-02,2250
male,76,ireland,computing,keyboards,40.00,1,2016-10-16,40
male,71,colombia,grocery,tea,10.00,8,2017-03-24,80
male,16,colombia,computing,servers,250.00,1,2019-10-16,250
female,46,colombia,grocery,coffee,12.50,8,2016-01-17,100
female,75,ireland,fashion,shoes,75.99,1,2016-10-26,75.99
female,79,france,appliances,lighting,100.00,3,2016-12-22,300
female,33,america,appliances,lighting,100.00,10,2016-11-08,1000
female,25,ireland,grocery,tea,10.00,4,2016-11-19,40
female,60,ireland,fashion,bag,65.99,2,2017-04-12,131.98
male,53,netherland,gaming,fifa,35.00,1,2017-12-20,35
male,23,spain,gaming,fifa,35.00,1,2018-06-11,35
female,65,ireland,fashion,bag,65.99,2,2018-11-29,131.98
male,49,colombia,fashion,jewellery,135.80,5,2016-01-08,679
female,70,netherland,grocery,tea,10.00,7,2019-02-05,70
male,52,nigeria,fashion,jewellery,135.80,2,2019-05-23,271.6
male,66,colombia,health,drinks,7.00,3,2016-05-17,21
female,68,ireland,gaming,uncharted,30.00,1,2019-10-08,30
female,31,nigeria,appliances,freezers,120.00,5,2018-05-30,600
male,56,ireland,appliances,lighting,100.00,8,2016-10-21,800
female,74,spain,appliances,lighting,100.00,7,2016-05-02,700
male,31,france,appliances,kettles,55.99,4,2016-11-28,223.96
female,41,america,appliances,lighting,100.00,10,2017-11-02,1000
female,58,ireland,fashion,jewellery,135.80,9,2019-08-12,1222.2
male,39,america,gaming,cod,45.00,3,2017-12-30,135
female,22,nigeria,fashion,wallet,17.35,1,2018-09-05,17.35
male,27,nigeria,health,drinks,7.00,1,2017-09-09,7
female,59,france,appliances,lighting,100.00,1,2016-06-07,100
female,31,france,computing,mice,9.00,3,2018-06-02,27
female,76,nigeria,gaming,battlefield,40.00,7,2016-04-13,280
male,79,america,fashion,swimwear,75.35,2,2017-09-21,150.7
female,38,netherland,appliances,lighting,100.00,7,2019-09-25,700
female,49,ireland,appliances,dryers,56.99,8,2017-04-19,455.92
female,79,france,computing,scanners,170.00,5,2018-09-20,850
female,47,ireland,grocery,pasta,8.00,7,2018-05-24,56
female,52,colombia,computing,monitors,95.00,9,2017-02-04,855
female,62,america,appliances,lighting,100.00,6,2017-10-26,600
female,45,america,health,condoms,12.50,10,2016-03-31,125
female,35,nigeria,grocery,pasta,8.00,1,2018-09-11,8
male,60,colombia,appliances,lighting,100.00,3,2019-09-14,300
male,37,colombia,appliances,kettles,55.99,1,2018-10-05,55.99
male,36,america,appliances,lighting,100.00,4,2018-04-27,400
male,47,france,gaming,fifa,35.00,7,2018-09-11,245
male,30,ireland,appliances,lighting,100.00,9,2019-03-31,900
male,75,netherland,appliances,freezers,120.00,9,2017-01-29,1080
male,58,ireland,appliances,dishwashers,90.00,5,2018-12-24,450
male,57,ireland,grocery,noodles,13.00,6,2016-01-08,78
male,66,netherland,appliances,lighting,100.00,4,2016-12-29,400
male,20,ireland,fashion,swimwear,75.35,4,2019-11-08,301.4
male,33,america,fashion,jewellery,135.80,2,2016-02-28,271.6
female,38,america,appliances,lighting,100.00,9,2017-09-04,900
female,50,colombia,gaming,cod,45.00,10,2017-04-09,450
male,77,netherland,grocery,rice,85.00,3,2019-07-26,255
male,63,colombia,computing,monitors,95.00,6,2017-07-23,570
male,62,colombia,health,supplements,40.00,2,2016-09-12,80
male,26,netherland,grocery,rice,85.00,10,2016-06-15,850
female,42,ireland,appliances,kettles,55.99,10,2016-12-06,559.9
male,62,france,health,supplements,40.00,9,2019-07-14,360
female,38,france,appliances,dishwashers,90.00,10,2019-03-18,900
male,39,spain,grocery,water,3.00,5,2016-12-06,15
female,74,america,gaming,uncharted,30.00,9,2018-04-09,270
male,20,ireland,appliances,lighting,100.00,6,2017-11-09,600
female,60,spain,grocery,tea,10.00,8,2017-02-11,80
female,38,colombia,computing,ups,140.35,4,2018-01-03,561.4
female,39,america,computing,monitors,95.00,4,2019-06-05,380
male,38,france,computing,printers,135.50,1,2018-09-06,135.5
male,18,nigeria,appliances,dryers,56.99,1,2018-04-02,56.99
female,71,france,gaming,uncharted,30.00,5,2019-07-26,150
female,55,colombia,fashion,bag,65.99,9,2019-11-25,593.91
male,61,nigeria,gaming,cod,45.00,5,2017-04-09,225
female,53,colombia,grocery,rice,85.00,6,2019-07-22,510
female,48,spain,health,perfume,90.00,3,2017-10-25,270
female,52,netherland,fashion,bag,65.99,8,2019-03-17,527.92
male,36,nigeria,fashion,jewellery,135.80,4,2019-03-05,543.2
female,45,france,gaming,uncharted,30.00,7,2019-12-31,210
male,77,nigeria,appliances,dishwashers,90.00,9,2016-07-06,810
female,79,spain,grocery,pasta,8.00,5,2016-05-10,40
male,26,netherland,gaming,fifa,35.00,3,2016-09-26,105
female,63,france,gaming,battlefield,40.00,2,2017-12-01,80
female,32,spain,fashion,swimwear,75.35,10,2016-04-11,753.5
male,23,ireland,fashion,shoes,75.99,9,2017-08-15,683.91
female,70,america,computing,scanners,170.00,9,2017-03-29,1530
female,29,nigeria,health,drinks,7.00,4,2018-11-30,28
male,73,spain,fashion,jewellery,135.80,10,2017-01-12,1358
male,67,colombia,health,supplements,40.00,6,2016-04-01,240
male,19,colombia,appliances,dryers,56.99,10,2017-05-25,569.9
male,27,france,grocery,pasta,8.00,8,2017-01-11,64
male,80,colombia,computing,printers,135.50,1,2018-12-20,135.5
male,36,nigeria,appliances,lighting,100.00,8,2018-01-21,800
male,57,america,fashion,bag,65.99,3,2016-09-21,197.97
female,50,france,health,pastes,27.50,1,2016-02-20,27.5
female,20,spain,health,condoms,12.50,9,2016-11-08,112.5
male,77,ireland,computing,monitors,95.00,6,2019-12-06,570
male,52,spain,fashion,jewellery,135.80,8,2016-09-27,1086.4
male,35,spain,computing,servers,250.00,9,2019-08-24,2250
female,65,netherland,health,drinks,7.00,4,2018-03-01,28
female,63,netherland,grocery,coffee,12.50,7,2019-08-01,87.5
male,51,france,fashion,bag,65.99,4,2019-08-06,263.96
female,19,spain,grocery,rice,85.00,1,2016-02-28,85
male,31,france,health,supplements,40.00,7,2019-12-04,280
male,71,america,computing,keyboards,40.00,1,2017-12-01,40
male,17,spain,appliances,dishwashers,90.00,4,2019-04-25,360
male,42,netherland,gaming,battlefield,40.00,7,2017-10-21,280
female,68,america,grocery,juice,10.00,3,2017-12-29,30
male,72,netherland,gaming,gta,35.00,6,2016-01-22,210
female,56,colombia,health,perfume,90.00,5,2017-02-15,450
female,18,spain,appliances,dryers,56.99,10,2017-07-25,569.9
female,61,nigeria,grocery,coffee,12.50,10,2019-11-14,125
male,53,ireland,grocery,pasta,8.00,1,2017-02-05,8
female,51,netherland,grocery,rice,85.00,3,2016-08-12,255
male,31,colombia,computing,scanners,170.00,9,2018-05-26,1530
female,79,colombia,gaming,fallout,99.99,1,2016-02-09,99.99
female,49,spain,computing,scanners,170.00,4,2018-01-16,680
male,39,spain,appliances,freezers,120.00,4,2017-06-12,480
female,22,france,fashion,bag,65.99,7,2019-12-05,461.93
male,42,america,appliances,freezers,120.00,10,2016-01-06,1200
female,56,spain,health,condoms,12.50,7,2019-10-20,87.5
female,34,america,appliances,lighting,100.00,1,2018-01-30,100
male,48,nigeria,appliances,freezers,120.00,4,2018-04-27,480
female,58,nigeria,gaming,fifa,35.00,7,2018-12-28,245
female,72,spain,grocery,coffee,12.50,5,2018-10-06,62.5
male,68,ireland,fashion,bag,65.99,2,2017-12-17,131.98
male,53,nigeria,appliances,kettles,55.99,10,2018-03-27,559.9
male,48,nigeria,health,drinks,7.00,4,2019-08-03,28
female,61,nigeria,computing,ups,140.35,8,2019-03-27,1122.8
female,75,nigeria,gaming,gta,35.00,7,2018-06-10,245
male,35,spain,grocery,coffee,12.50,3,2017-05-27,37.5
female,67,nigeria,grocery,rice,85.00,5,2019-05-12,425
female,71,colombia,grocery,rice,85.00,9,2016-03-11,765
male,39,ireland,gaming,fallout,99.99,3,2019-10-28,299.97
male,43,colombia,health,condoms,12.50,3,2016-06-15,37.5
male,25,ireland,computing,scanners,170.00,5,2019-12-10,850
female,23,nigeria,computing,servers,250.00,5,2019-08-03,1250
female,35,netherland,fashion,shoes,75.99,1,2019-12-18,75.99
male,23,netherland,appliances,kettles,55.99,6,2019-06-23,335.94
female,17,colombia,gaming,pes,35.00,8,2018-10-19,280
female,70,america,gaming,battlefield,40.00,2,2018-07-23,80
female,53,spain,health,perfume,90.00,8,2016-03-18,720
male,75,netherland,fashion,jewellery,135.80,7,2019-06-10,950.6
male,56,ireland,fashion,jewellery,135.80,10,2018-04-05,1358
female,43,ireland,gaming,uncharted,30.00,9,2017-09-28,270
female,69,netherland,fashion,shoes,75.99,7,2018-06-10,531.93
female,67,netherland,gaming,uncharted,30.00,4,2016-07-17,120
male,33,netherland,fashion,jewellery,135.80,4,2017-01-02,543.2
female,49,ireland,health,vitamins,35.00,4,2017-08-27,140
male,35,spain,computing,ups,140.35,2,2017-08-18,280.7
male,22,nigeria,computing,monitors,95.00,10,2017-04-01,950
female,78,colombia,gaming,uncharted,30.00,4,2016-09-22,120
female,43,america,computing,scanners,170.00,6,2016-03-02,1020
male,36,america,health,perfume,90.00,1,2018-09-02,90
male,38,ireland,fashion,jewellery,135.80,7,2018-07-12,950.6
male,62,colombia,gaming,fallout,99.99,3,2017-06-14,299.97
male,70,colombia,computing,keyboards,40.00,5,2019-01-02,200
female,27,netherland,appliances,freezers,120.00,4,2017-09-18,480
male,52,colombia,fashion,jewellery,135.80,3,2017-04-30,407.4
female,56,nigeria,grocery,rice,85.00,7,2017-06-08,595
male,62,france,health,perfume,90.00,1,2019-08-26,90
female,58,spain,gaming,gta,35.00,7,2019-06-28,245
female,69,spain,gaming,fifa,35.00,8,2016-02-07,280
female,80,france,fashion,maternity,165.00,7,2017-02-04,1155
female,63,nigeria,appliances,lighting,100.00,5,2017-07-05,500
male,51,netherland,grocery,water,3.00,1,2017-02-04,3
female,20,spain,fashion,bag,65.99,3,2017-02-21,197.97
male,80,spain,health,supplements,40.00,3,2018-06-28,120
male,34,netherland,gaming,fallout,99.99,1,2019-05-17,99.99
female,29,ireland,health,drinks,7.00,9,2019-04-03,63
male,74,nigeria,fashion,swimwear,75.35,7,2016-11-29,527.45
male,16,nigeria,gaming,pes,35.00,9,2016-10-26,315
female,58,colombia,health,pastes,27.50,1,2016-02-15,27.5
male,67,nigeria,fashion,swimwear,75.35,3,2017-11-07,226.05
female,31,netherland,gaming,uncharted,30.00,6,2016-05-11,180
male,43,spain,computing,ups,140.35,7,2017-07-30,982.45
male,22,ireland,health,perfume,90.00,6,2018-08-22,540
male,30,nigeria,health,vitamins,35.00,4,2018-05-11,140
male,48,france,appliances,kettles,55.99,1,2018-12-22,55.99
female,55,netherland,fashion,maternity,165.00,4,2018-06-14,660
female,25,colombia,appliances,freezers,120.00,7,2016-02-27,840
male,70,nigeria,health,condoms,12.50,4,2019-01-07,50
female,35,netherland,grocery,pasta,8.00,10,2018-11-09,80
male,48,ireland,appliances,freezers,120.00,4,2019-01-07,480
female,19,ireland,computing,mice,9.00,2,2019-01-04,18
female,80,nigeria,fashion,shoes,75.99,2,2018-06-26,151.98
female,25,spain,fashion,wallet,17.35,9,2016-03-14,156.15
male,26,nigeria,computing,keyboards,40.00,7,2017-10-01,280
female,29,spain,health,pastes,27.50,8,2019-12-19,220
female,41,netherland,appliances,kettles,55.99,9,2019-09-25,503.91
male,80,france,gaming,battlefield,40.00,1,2016-07-21,40
male,54,america,gaming,pes,35.00,4,2019-10-26,140
female,22,america,health,condoms,12.50,10,2016-01-09,125
male,70,ireland,computing,scanners,170.00,6,2019-06-26,1020
male,79,colombia,fashion,shoes,75.99,5,2018-07-25,379.95
male,41,ireland,gaming,pes,35.00,5,2019-06-13,175
male,33,nigeria,appliances,dishwashers,90.00,2,2016-06-12,180
male,71,nigeria,health,perfume,90.00,9,2018-03-18,810
male,21,ireland,appliances,dishwashers,90.00,9,2016-03-27,810
male,31,colombia,grocery,tea,10.00,10,2016-01-01,100
male,48,nigeria,gaming,gta,35.00,8,2019-09-19,280
male,53,france,health,vitamins,35.00,8,2019-07-11,280
female,45,colombia,fashion,bag,65.99,3,2018-10-16,197.97
male,61,nigeria,health,pastes,27.50,7,2017-05-18,192.5
female,53,ireland,gaming,fifa,35.00,1,2016-09-27,35
female,33,america,health,supplements,40.00,5,2018-05-27,200
male,75,netherland,health,drinks,7.00,9,2018-05-01,63
male,19,nigeria,gaming,pes,35.00,6,2017-07-14,210
male,40,spain,appliances,lighting,100.00,8,2017-01-20,800
female,72,netherland,fashion,shoes,75.99,7,2018-12-09,531.93
male,68,nigeria,gaming,battlefield,40.00,3,2016-02-05,120
female,22,spain,appliances,lighting,100.00,1,2017-04-01,100
female,67,france,computing,keyboards,40.00,5,2019-08-18,200
male,37,netherland,fashion,swimwear,75.35,3,2018-01-27,226.05
male,37,america,gaming,cod,45.00,3,2019-01-18,135
male,69,nigeria,grocery,rice,85.00,7,2017-12-07,595
male,54,netherland,appliances,dryers,56.99,4,2016-11-15,227.96
female,80,america,grocery,rice,85.00,3,2019-09-28,255
male,35,france,grocery,tea,10.00,8,2019-06-01,80
male,55,america,appliances,freezers,120.00,4,2019-04-02,480
female,38,ireland,appliances,kettles,55.99,8,2016-06-03,447.92
male,41,ireland,fashion,shoes,75.99,1,2017-03-04,75.99
female,42,colombia,gaming,uncharted,30.00,10,2019-06-19,300
male,61,france,health,drinks,7.00,2,2017-08-20,14
female,56,colombia,grocery,rice,85.00,4,2016-10-18,340
male,68,france,gaming,battlefield,40.00,2,2019-04-10,80
male,44,spain,appliances,freezers,120.00,1,2016-11-15,120
male,54,nigeria,fashion,jewellery,135.80,10,2016-05-21,1358
male,53,spain,fashion,wallet,17.35,7,2019-04-30,121.45
male,60,spain,appliances,freezers,120.00,5,2017-09-20,600
male,31,colombia,computing,keyboards,40.00,4,2018-07-18,160
female,29,america,grocery,juice,10.00,3,2019-02-25,30
female,21,spain,health,drinks,7.00,10,2017-01-05,70
male,55,spain,grocery,rice,85.00,4,2018-03-11,340
male,64,america,grocery,coffee,12.50,4,2018-10-10,50
female,65,ireland,computing,scanners,170.00,3,2019-03-30,510
female,24,france,gaming,uncharted,30.00,6,2016-01-17,180
male,59,france,fashion,wallet,17.35,1,2016-11-10,17.35
female,50,colombia,gaming,uncharted,30.00,9,2018-01-26,270
male,78,colombia,appliances,kettles,55.99,9,2017-06-07,503.91
female,56,netherland,gaming,pes,35.00,10,2016-01-04,350
female,16,colombia,grocery,coffee,12.50,2,2017-08-14,25
female,26,colombia,health,condoms,12.50,8,2016-07-28,100
male,20,america,gaming,fallout,99.99,10,2016-03-18,999.9
male,24,nigeria,gaming,fifa,35.00,3,2019-08-13,105
female,46,spain,fashion,wallet,17.35,7,2016-02-17,121.45
male,40,ireland,computing,printers,135.50,4,2016-08-12,542
male,77,nigeria,appliances,lighting,100.00,3,2016-05-19,300
female,18,america,grocery,coffee,12.50,3,2017-03-09,37.5
female,25,ireland,grocery,pasta,8.00,8,2016-02-01,64
male,57,netherland,fashion,swimwear,75.35,2,2016-07-23,150.7
female,39,ireland,gaming,gta,35.00,1,2017-05-16,35
female,74,netherland,appliances,kettles,55.99,6,2016-07-21,335.94
male,47,france,fashion,swimwear,75.35,1,2019-04-02,75.35
male,61,nigeria,computing,scanners,170.00,9,2018-08-16,1530
female,37,netherland,grocery,rice,85.00,6,2017-02-20,510
female,51,netherland,grocery,noodles,13.00,5,2017-03-13,65
female,58,colombia,fashion,maternity,165.00,10,2019-02-14,1650
female,56,nigeria,fashion,jewellery,135.80,10,2019-08-20,1358
female,71,colombia,gaming,cod,45.00,5,2018-09-19,225
female,76,spain,computing,printers,135.50,3,2019-09-15,406.5
male,21,netherland,appliances,dryers,56.99,4,2019-02-08,227.96
male,22,nigeria,computing,servers,250.00,9,2018-03-15,2250
female,40,colombia,fashion,wallet,17.35,8,2017-10-10,138.8
male,37,france,fashion,maternity,165.00,6,2018-08-10,990
female,28,netherland,gaming,fallout,99.99,3,2016-02-28,299.97
male,38,spain,appliances,lighting,100.00,4,2019-12-23,400
female,75,nigeria,grocery,pasta,8.00,7,2018-11-23,56
female,74,spain,health,condoms,12.50,2,2016-05-06,25
male,21,netherland,appliances,lighting,100.00,5,2019-06-03,500
male,55,nigeria,gaming,gta,35.00,5,2016-07-06,175
female,51,netherland,gaming,uncharted,30.00,9,2018-03-09,270
female,74,america,gaming,battlefield,40.00,6,2017-06-01,240
female,27,colombia,appliances,lighting,100.00,2,2018-01-26,200
male,28,spain,fashion,bag,65.99,7,2017-11-24,461.93
female,19,netherland,appliances,freezers,120.00,3,2019-08-02,360
female,60,colombia,appliances,dishwashers,90.00,6,2016-02-17,540
male,76,colombia,computing,mice,9.00,4,2018-04-18,36
female,31,nigeria,fashion,wallet,17.35,9,2017-09-08,156.15
male,71,spain,health,supplements,40.00,7,2016-09-10,280
male,27,netherland,computing,mice,9.00,10,2017-08-30,90
male,50,france,health,vitamins,35.00,7,2017-02-13,245
male,68,nigeria,computing,keyboards,40.00,5,2019-01-26,200
male,79,france,gaming,fallout,99.99,1,2016-03-15,99.99
male,52,spain,gaming,gta,35.00,4,2018-01-10,140
male,18,america,computing,servers,250.00,9,2017-03-17,2250
female,55,america,fashion,shoes,75.99,7,2016-02-16,531.93
male,72,spain,computing,servers,250.00,2,2019-01-29,500
female,73,netherland,appliances,lighting,100.00,3,2019-06-11,300
female,51,ireland,gaming,fifa,35.00,2,2017-03-08,70
male,52,spain,fashion,bag,65.99,10,2019-11-06,659.9
female,52,ireland,appliances,dishwashers,90.00,5,2016-06-12,450
male,65,nigeria,gaming,cod,45.00,10,2018-10-31,450
male,77,colombia,gaming,gta,35.00,3,2018-04-07,105
male,48,spain,grocery,juice,10.00,8,2016-02-19,80
male,79,nigeria,grocery,rice,85.00,4,2018-10-24,340
male,68,america,appliances,lighting,100.00,4,2016-12-01,400
male,47,france,grocery,rice,85.00,3,2019-06-19,255
male,20,ireland,gaming,cod,45.00,9,2017-06-20,405
female,28,ireland,health,pastes,27.50,6,2017-02-07,165
female,34,ireland,fashion,bag,65.99,9,2018-03-24,593.91
female,20,france,computing,ups,140.35,4,2018-05-19,561.4
male,40,nigeria,computing,mice,9.00,5,2018-11-07,45
male,47,america,computing,keyboards,40.00,4,2018-06-23,160
male,59,colombia,fashion,jewellery,135.80,5,2017-07-27,679
female,50,america,grocery,noodles,13.00,3,2018-10-08,39
male,26,france,grocery,coffee,12.50,2,2017-06-22,25
female,61,netherland,appliances,dishwashers,90.00,8,2017-03-01,720
male,61,ireland,appliances,lighting,100.00,9,2019-05-02,900
male,32,netherland,fashion,maternity,165.00,2,2016-11-23,330
male,73,america,health,condoms,12.50,3,2018-10-26,37.5
male,60,colombia,computing,monitors,95.00,3,2016-10-24,285
male,18,america,computing,ups,140.35,6,2016-10-26,842.1
male,68,france,gaming,battlefield,40.00,6,2019-01-10,240
male,78,spain,appliances,kettles,55.99,9,2017-12-19,503.91
male,18,netherland,appliances,dryers,56.99,7,2016-12-07,398.93
female,59,ireland,computing,monitors,95.00,5,2017-02-04,475
male,24,spain,computing,printers,135.50,6,2019-03-30,813
female,64,france,health,vitamins,35.00,9,2019-08-24,315
female,79,netherland,health,condoms,12.50,6,2017-01-05,75
female,74,colombia,fashion,swimwear,75.35,6,2019-06-18,452.1
female,26,spain,grocery,pasta,8.00,10,2016-08-04,80
female,69,america,fashion,maternity,165.00,1,2018-01-13,165
male,46,ireland,fashion,wallet,17.35,6,2017-10-14,104.1
male,24,france,appliances,kettles,55.99,2,2017-06-14,111.98
male,49,ireland,grocery,pasta,8.00,8,2018-12-18,64
male,62,nigeria,appliances,kettles,55.99,4,2018-08-31,223.96
male,54,nigeria,appliances,dishwashers,90.00,2,2018-05-08,180
male,61,netherland,grocery,water,3.00,6,2018-01-12,18
male,28,nigeria,appliances,lighting,100.00,2,2016-05-31,200
male,51,france,appliances,dishwashers,90.00,1,2016-10-18,90
female,47,netherland,fashion,bag,65.99,10,2018-01-02,659.9
male,79,america,fashion,jewellery,135.80,4,2019-06-03,543.2
male,43,ireland,computing,scanners,170.00,7,2018-04-07,1190
male,71,nigeria,computing,printers,135.50,7,2019-02-10,948.5
female,21,spain,health,pastes,27.50,8,2017-06-04,220
male,56,ireland,fashion,maternity,165.00,2,2018-02-17,330
male,49,france,gaming,cod,45.00,9,2019-10-14,405
male,62,france,grocery,pasta,8.00,6,2016-08-29,48
female,32,netherland,health,perfume,90.00,1,2019-04-18,90
male,19,netherland,appliances,lighting,100.00,9,2019-05-12,900
female,22,colombia,fashion,shoes,75.99,7,2019-01-25,531.93
female,61,spain,computing,scanners,170.00,9,2016-01-30,1530
male,51,ireland,gaming,pes,35.00,4,2017-09-12,140
male,16,spain,computing,ups,140.35,4,2018-12-07,561.4
female,64,france,health,drinks,7.00,3,2017-02-21,21
male,78,spain,appliances,freezers,120.00,3,2016-06-08,360
male,60,france,gaming,pes,35.00,1,2018-12-09,35
female,44,netherland,appliances,freezers,120.00,7,2019-08-30,840
female,51,ireland,fashion,maternity,165.00,9,2017-12-17,1485
male,44,america,grocery,pasta,8.00,8,2018-11-21,64
male,67,ireland,gaming,cod,45.00,1,2016-08-23,45
female,25,france,grocery,rice,85.00,5,2019-11-09,425
female,65,ireland,computing,printers,135.50,10,2017-10-06,1355
female,27,nigeria,fashion,swimwear,75.35,7,2018-01-05,527.45
male,44,netherland,grocery,rice,85.00,4,2017-01-28,340
female,51,america,fashion,bag,65.99,8,2018-05-17,527.92
male,22,ireland,health,condoms,12.50,4,2017-03-17,50
female,37,netherland,fashion,jewellery,135.80,7,2016-05-03,950.6
female,31,colombia,gaming,fallout,99.99,7,2016-06-03,699.93
female,59,nigeria,health,pastes,27.50,5,2019-02-15,137.5
male,72,france,gaming,fifa,35.00,5,2016-11-21,175
male,35,france,computing,printers,135.50,1,2017-12-15,135.5
